"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"34 years"	"34"	"Male"	"M"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	243	43559840	0.6
	"34 years"	"34"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	656	43559840	1.5
	"34 years"	"34"	"Male"	"M"	"Influenza (J09-J11)"	"GR113-077"	78	43559840	0.2
	"34 years"	"34"	"Male"	"M"	"Pneumonia (J12-J18)"	"GR113-078"	578	43559840	1.3
	"34 years"	"34"	"Male"	"M"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	8	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	8	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	403	43559840	0.9
	"34 years"	"34"	"Male"	"M"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	11	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Emphysema (J43)"	"GR113-084"	14	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Asthma (J45-J46)"	"GR113-085"	290	43559840	0.7
	"34 years"	"34"	"Male"	"M"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	88	43559840	0.2
	"34 years"	"34"	"Male"	"M"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	4	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	138	43559840	0.3
	"34 years"	"34"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	336	43559840	0.8
	"34 years"	"34"	"Male"	"M"	"#Peptic ulcer (K25-K28)"	"GR113-090"	35	43559840	0.1
	"34 years"	"34"	"Male"	"M"	"#Diseases of appendix (K35-K38)"	"GR113-091"	19	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Hernia (K40-K46)"	"GR113-092"	12	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	1538	43559840	3.5
	"34 years"	"34"	"Male"	"M"	"Alcoholic liver disease (K70)"	"GR113-094"	1189	43559840	2.7
	"34 years"	"34"	"Male"	"M"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	349	43559840	0.8
	"34 years"	"34"	"Male"	"M"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	36	43559840	0.1
	"34 years"	"34"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	467	43559840	1.1
	"34 years"	"34"	"Male"	"M"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	5	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	29	43559840	0.1
	"34 years"	"34"	"Male"	"M"	"Renal failure (N17-N19)"	"GR113-100"	433	43559840	1.0
	"34 years"	"34"	"Male"	"M"	"Other disorders of kidney (N25,N27)"	"GR113-101"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	7	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Hyperplasia of prostate (N40)"	"GR113-103"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	0	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	2	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	514	43559840	1.2
	"34 years"	"34"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1792	43559840	4.1
	"34 years"	"34"	"Male"	"M"	"All other diseases (Residual) "	"GR113-111"	5639	43559840	12.9
	"34 years"	"34"	"Male"	"M"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	24851	43559840	57.1
	"34 years"	"34"	"Male"	"M"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	9573	43559840	22.0
	"34 years"	"34"	"Male"	"M"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	8863	43559840	20.3
	"34 years"	"34"	"Male"	"M"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	252	43559840	0.6
	"34 years"	"34"	"Male"	"M"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	458	43559840	1.1
	"34 years"	"34"	"Male"	"M"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	15278	43559840	35.1
	"34 years"	"34"	"Male"	"M"	"Falls (W00-W19)"	"GR113-118"	615	43559840	1.4
	"34 years"	"34"	"Male"	"M"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	150	43559840	0.3
	"34 years"	"34"	"Male"	"M"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	695	43559840	1.6
	"34 years"	"34"	"Male"	"M"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	252	43559840	0.6
	"34 years"	"34"	"Male"	"M"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	12055	43559840	27.7
	"34 years"	"34"	"Male"	"M"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1511	43559840	3.5
	"34 years"	"34"	"Male"	"M"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	10143	43559840	23.3
	"34 years"	"34"	"Male"	"M"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	4737	43559840	10.9
	"34 years"	"34"	"Male"	"M"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	5406	43559840	12.4
	"34 years"	"34"	"Male"	"M"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	6330	43559840	14.5
	"34 years"	"34"	"Male"	"M"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	4962	43559840	11.4
	"34 years"	"34"	"Male"	"M"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	1368	43559840	3.1
	"34 years"	"34"	"Male"	"M"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	280	43559840	0.6
	"34 years"	"34"	"Male"	"M"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	1350	43559840	3.1
	"34 years"	"34"	"Male"	"M"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	55	43559840	0.1
	"34 years"	"34"	"Male"	"M"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	1295	43559840	3.0
	"34 years"	"34"	"Male"	"M"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	5	43559840	Unreliable
	"34 years"	"34"	"Male"	"M"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	102	43559840	0.2
	"34 years"	"34"	"Male"	"M"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	20	43559840	0.0
	"35 years"	"35"	"Female"	"F"	"#Salmonella infections (A01-A02)"	"GR113-001"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	33	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"#Tuberculosis (A16-A19)"	"GR113-004"	10	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Respiratory tuberculosis (A16)"	"GR113-005"	8	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Other tuberculosis (A17-A19)"	"GR113-006"	2	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Whooping cough (A37)"	"GR113-007"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Meningococcal infection (A39)"	"GR113-009"	7	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	500	43713219	1.1
	"35 years"	"35"	"Female"	"F"	"#Syphilis (A50-A53)"	"GR113-011"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Acute poliomyelitis (A80)"	"GR113-012"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Measles (B05)"	"GR113-014"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Viral hepatitis (B15-B19)"	"GR113-015"	94	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	1384	43713219	3.2
	"35 years"	"35"	"Female"	"F"	"#Malaria (B50-B54)"	"GR113-017"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	149	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	8002	43713219	18.3
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	65	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	31	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	258	43713219	0.6
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	616	43713219	1.4
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	148	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	150	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	6	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	428	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Malignant melanoma of skin (C43)"	"GR113-028"	236	43713219	0.5
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of breast (C50)"	"GR113-029"	2286	43713219	5.2
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	869	43713219	2.0
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	171	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	344	43713219	0.8
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	72	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	32	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	508	43713219	1.2
	"35 years"	"35"	"Female"	"F"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	863	43713219	2.0
	"35 years"	"35"	"Female"	"F"	"Hodgkin disease (C81)"	"GR113-038"	121	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	251	43713219	0.6
	"35 years"	"35"	"Female"	"F"	"Leukemia (C91-C95)"	"GR113-040"	466	43713219	1.1
	"35 years"	"35"	"Female"	"F"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	24	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	919	43713219	2.1
	"35 years"	"35"	"Female"	"F"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	210	43713219	0.5
	"35 years"	"35"	"Female"	"F"	"#Anemias (D50-D64)"	"GR113-045"	153	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	951	43713219	2.2
	"35 years"	"35"	"Female"	"F"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	35	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Malnutrition (E40-E46)"	"GR113-048"	34	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Meningitis (G00,G03)"	"GR113-050"	31	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"#Parkinson disease (G20-G21)"	"GR113-051"	3	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	5486	43713219	12.5
	"35 years"	"35"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4103	43713219	9.4
	"35 years"	"35"	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	56	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	438	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	32	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1307	43713219	3.0
	"35 years"	"35"	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	537	43713219	1.2
	"35 years"	"35"	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	17	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	753	43713219	1.7
	"35 years"	"35"	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	298	43713219	0.7
	"35 years"	"35"	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	455	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	2270	43713219	5.2
	"35 years"	"35"	"Female"	"F"	"Acute and subacute endocarditis (I33)"	"GR113-065"	61	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	54	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Heart failure (I50)"	"GR113-067"	149	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	2006	43713219	4.6
	"35 years"	"35"	"Female"	"F"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	165	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1031	43713219	2.4
	"35 years"	"35"	"Female"	"F"	"#Atherosclerosis (I70)"	"GR113-071"	11	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	176	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	89	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	87	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	246	43713219	0.6
	"35 years"	"35"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	510	43713219	1.2
	"35 years"	"35"	"Female"	"F"	"Influenza (J09-J11)"	"GR113-077"	70	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Pneumonia (J12-J18)"	"GR113-078"	440	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	8	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	7	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	442	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	9	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Emphysema (J43)"	"GR113-084"	8	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Asthma (J45-J46)"	"GR113-085"	303	43713219	0.7
	"35 years"	"35"	"Female"	"F"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	122	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	100	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	350	43713219	0.8
	"35 years"	"35"	"Female"	"F"	"#Peptic ulcer (K25-K28)"	"GR113-090"	31	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"#Diseases of appendix (K35-K38)"	"GR113-091"	7	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Hernia (K40-K46)"	"GR113-092"	16	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	1019	43713219	2.3
	"35 years"	"35"	"Female"	"F"	"Alcoholic liver disease (K70)"	"GR113-094"	788	43713219	1.8
	"35 years"	"35"	"Female"	"F"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	231	43713219	0.5
	"35 years"	"35"	"Female"	"F"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	36	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	424	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	19	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"Renal failure (N17-N19)"	"GR113-100"	404	43713219	0.9
	"35 years"	"35"	"Female"	"F"	"Other disorders of kidney (N25,N27)"	"GR113-101"	1	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	26	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"#Hyperplasia of prostate (N40)"	"GR113-103"	0	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	19	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	703	43713219	1.6
	"35 years"	"35"	"Female"	"F"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	31	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	672	43713219	1.5
	"35 years"	"35"	"Female"	"F"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	4	43713219	Unreliable
	"35 years"	"35"	"Female"	"F"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	437	43713219	1.0
	"35 years"	"35"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1078	43713219	2.5
	"35 years"	"35"	"Female"	"F"	"All other diseases (Residual) "	"GR113-111"	4533	43713219	10.4
	"35 years"	"35"	"Female"	"F"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	9573	43713219	21.9
	"35 years"	"35"	"Female"	"F"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3406	43713219	7.8
	"35 years"	"35"	"Female"	"F"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3243	43713219	7.4
	"35 years"	"35"	"Female"	"F"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	68	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	95	43713219	0.2
	"35 years"	"35"	"Female"	"F"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	6167	43713219	14.1
	"35 years"	"35"	"Female"	"F"	"Falls (W00-W19)"	"GR113-118"	159	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	34	43713219	0.1
	"35 years"	"35"	"Female"	"F"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	142	43713219	0.3
	"35 years"	"35"	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	170	43713219	0.4
	"35 years"	"35"	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5336	43713219	12.2
	"35 years"	"35"	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	326	43713219	0.7
